2016 Federal Election House of Representatives First Preferences By Candidate By Polling Place for WA [Event:20499 Phase:FinalResults Generated:2017-05-11T17:34:52 Cycle:a45ea4bc-bff6-48cb-94c5-1bbaae0c7c0d Created:2017-05-11T17:29:15 Environment:PROD Site:CANBERRA Server:TALLYROOM Version:10.5.84.43192]
StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlace,CandidateID,Surname,GivenNm,BallotPosition,Elected,HistoricElected,PartyAb,PartyNm,OrdinaryVotes,Swing
WA,235,Brand,7504,Rockingham Beach,29138,BUCHANAN,Craig,5,N,N,LP,Liberal,723,-2.71
WA,235,Brand,7504,Rockingham Beach,999,Informal,Informal,999,N,N,,Informal,86,-1.2
WA,235,Brand,34335,Rockingham Central,28420,SCOTT,Philip,1,N,N,RUA,Rise Up Australia Party,53,4.31
WA,235,Brand,34335,Rockingham Central,29103,KING,Madeleine,2,Y,N,ALP,Australian Labor Party,631,4.73
WA,235,Brand,34335,Rockingham Central,29173,BURDETT,Robert,3,N,N,AUC,Australian Christians,52,0.51
WA,235,Brand,34335,Rockingham Central,28303,JECKS,Dawn,4,N,N,GRN,The Greens (WA),164,5.55
WA,235,Brand,34335,Rockingham Central,29138,BUCHANAN,Craig,5,N,N,LP,Liberal,276,-6.41
WA,235,Brand,34335,Rockingham Central,999,Informal,Informal,999,N,N,,Informal,79,-1.62
WA,235,Brand,58768,Rockingham PPVC,28420,SCOTT,Philip,1,N,N,RUA,Rise Up Australia Party,735,5.51
WA,235,Brand,58768,Rockingham PPVC,29103,KING,Madeleine,2,Y,N,ALP,Australian Labor Party,5541,6.3
WA,235,Brand,58768,Rockingham PPVC,29173,BURDETT,Robert,3,N,N,AUC,Australian Christians,338,0.9
WA,235,Brand,58768,Rockingham PPVC,28303,JECKS,Dawn,4,N,N,GRN,The Greens (WA),1151,3.93
WA,235,Brand,58768,Rockingham PPVC,29138,BUCHANAN,Craig,5,N,N,LP,Liberal,4033,-7.42
WA,235,Brand,58768,Rockingham PPVC,999,Informal,Informal,999,N,N,,Informal,445,-0.81
WA,235,Brand,7507,Safety Bay,28420,SCOTT,Philip,1,N,N,RUA,Rise Up Australia Party,125,4.05
WA,235,Brand,7507,Safety Bay,29103,KING,Madeleine,2,Y,N,ALP,Australian Labor Party,1227,5.88
WA,235,Brand,7507,Safety Bay,29173,BURDETT,Robert,3,N,N,AUC,Australian Christians,90,1.53
WA,235,Brand,7507,Safety Bay,28303,JECKS,Dawn,4,N,N,GRN,The Greens (WA),358,4.51
WA,235,Brand,7507,Safety Bay,29138,BUCHANAN,Craig,5,N,N,LP,Liberal,925,-6.21
WA,235,Brand,7507,Safety Bay,999,Informal,Informal,999,N,N,,Informal,106,-3.25
WA,235,Brand,7508,Safety Bay Central,28420,SCOTT,Philip,1,N,N,RUA,Rise Up Australia Party,78,3.67
WA,235,Brand,7508,Safety Bay Central,29103,KING,Madeleine,2,Y,N,ALP,Australian Labor Party,905,6.66
WA,235,Brand,7508,Safety Bay Central,29173,BURDETT,Robert,3,N,N,AUC,Australian Christians,60,1.32
WA,235,Brand,7508,Safety Bay Central,28303,JECKS,Dawn,4,N,N,GRN,The Greens (WA),230,4.61
WA,235,Brand,7508,Safety Bay Central,29138,BUCHANAN,Craig,5,N,N,LP,Liberal,666,-6.02
WA,235,Brand,7508,Safety Bay Central,999,Informal,Informal,999,N,N,,Informal,103,-0.02
WA,235,Brand,32057,Secret Harbour,28420,SCOTT,Philip,1,N,N,RUA,Rise Up Australia Party,129,4.21
WA,235,Brand,32057,Secret Harbour,29103,KING,Madeleine,2,Y,N,ALP,Australian Labor Party,1269,8.66
WA,235,Brand,32057,Secret Harbour,29173,BURDETT,Robert,3,N,N,AUC,Australian Christians,71,1.08
WA,235,Brand,32057,Secret Harbour,28303,JECKS,Dawn,4,N,N,GRN,The Greens (WA),292,3.17
WA,235,Brand,32057,Secret Harbour,29138,BUCHANAN,Craig,5,N,N,LP,Liberal,1125,-6.31
WA,235,Brand,32057,Secret Harbour,999,Informal,Informal,999,N,N,,Informal,143,-1.8
WA,235,Brand,65761,Secret Harbour South,28420,SCOTT,Philip,1,N,N,RUA,Rise Up Australia Party,48,3.84
WA,235,Brand,65761,Secret Harbour South,29103,KING,Madeleine,2,Y,N,ALP,Australian Labor Party,524,10.92
WA,235,Brand,65761,Secret Harbour South,29173,BURDETT,Robert,3,N,N,AUC,Australian Christians,28,1.08
WA,235,Brand,65761,Secret Harbour South,28303,JECKS,Dawn,4,N,N,GRN,The Greens (WA),158,6.33
WA,235,Brand,65761,Secret Harbour South,29138,BUCHANAN,Craig,5,N,N,LP,Liberal,383,-11.4
WA,235,Brand,65761,Secret Harbour South,999,Informal,Informal,999,N,N,,Informal,39,-2.75
WA,235,Brand,7510,Singleton,28420,SCOTT,Philip,1,N,N,RUA,Rise Up Australia Party,94,5.17
WA,235,Brand,7510,Singleton,29103,KING,Madeleine,2,Y,N,ALP,Australian Labor Party,683,8.77
WA,235,Brand,7510,Singleton,29173,BURDETT,Robert,3,N,N,AUC,Australian Christians,40,1
WA,235,Brand,7510,Singleton,28303,JECKS,Dawn,4,N,N,GRN,The Greens (WA),194,2.01
WA,235,Brand,7510,Singleton,29138,BUCHANAN,Craig,5,N,N,LP,Liberal,560,-4.9
WA,235,Brand,7510,Singleton,999,Informal,Informal,999,N,N,,Informal,60,-1.03
WA,235,Brand,34077,Special Hospital Team 1,28420,SCOTT,Philip,1,N,N,RUA,Rise Up Australia Party,11,5.16
WA,235,Brand,34077,Special Hospital Team 1,29103,KING,Madeleine,2,Y,N,ALP,Australian Labor Party,88,-7.98
